record_identifier,component,database
5001763,H2,NGASub
4023180,H2,NGASub
4028605,H1,NGASub
4030504,H1,NGASub
4024718,H1,NGASub
4024737,H1,NGASub
4039434,H1,NGASub
4023096,H2,NGASub
3001968,H1,NGASub
4030502,H1,NGASub
4030907,H2,NGASub
TK-1999-0415_KAS_0,V,ESM
EMSC-20161030_0000029_ACOM_0,V,ESM
TK-2007-0132_0309_0,U,ESM
IT-2012-0008_MODE_0,U,ESM
IT-2012-0008_PAR_0,V,ESM
EMSC-20160824_0000006_DOSS_0,U,ESM
EMSC-20140126_0000046_PLG_0,U,ESM
EMSC-20161026_0000095_T1214_0,U,ESM
EMSC-20160824_0000006_SABO_0,V,ESM
IT-2012-0008_MAJ_0,U,ESM
IT-2012-0011_ORZI_0,U,ESM
EMSC-20161026_0000095_CLF_0,V,ESM
IT-2009-0121_GSA_0,U,ESM
EMSC-20161026_0000095_ACT_0,U,ESM
EMSC-20140126_0000046_SALB_0,U,ESM
IT-2012-0011_FUSIO_0,V,ESM
IT-2012-0010_GRIMS_0,V,ESM
IT-2009-0009_CAN_0,U,ESM
IT-2012-0011_MIR05_0,V,ESM
IT-2012-0008_PIT_0,U,ESM
IT-1997-0137_ANNI_0,V,ESM
EMSC-20161030_0000029_MGAB_0,U,ESM
IT-2012-0010_MODE_0,U,ESM
IT-2012-0008_DIX_0,U,ESM
IT-2008-0004_BNALP_0,V,ESM
IT-2012-0010_ISD_0,U,ESM
TK-2005-0090_1609_0,U,ESM
EMSC-20161026_0000095_FOC_0,V,ESM
EMSC-20140126_0000046_VLMS_0,U,ESM
TK-1999-0077_ZYT_0,V,ESM
IT-2009-0009_SPO_0,U,ESM
7011093,H1,NGASub
TK-2002-0008_0301_0,U,ESM
EMSC-20140126_0000046_JOPP_0,U,ESM
IT-2009-0009_AQA_0,V,ESM
TK-1995-0041_2002_0,V,ESM
TK-1999-0077_ZYT_0,U,ESM
6003695,H1,NGASub
4031322,H1,NGASub
7004891,H2,NGASub
IT-2009-0009_GSA_0,V,ESM
TK-1999-0077_6001_0,U,ESM
TK-1999-0077_3502_0,V,ESM
EMSC-20140203_0000008_CEL_0,V,ESM
EMSC-20140126_0000046_SALB_0,V,ESM
6003748,H1,NGASub
7004751,H1,NGASub
7004866,H2,NGASub
4023423,H2,NGASub
4040603,H2,NGASub
4032344,H2,NGASub
IT-2009-0009_CMB_0,V,ESM
TK-2003-0038_2401_0,V,ESM
TK-1999-0077_BUR_0,V,ESM
7004771,H2,NGASub
4022921,H2,NGASub
4031079,H2,NGASub
4003168,H2,NGASub
6004526,H1,NGASub
7004710,H2,NGASub
4022833,H1,NGASub
7008083,H2,NGASub
7007998,H1,NGASub
6006428,H1,NGASub
7007985,H2,NGASub
4029080,H2,NGASub
7004723,H2,NGASub
EMSC-20161030_0000029_AQV_0,U,ESM
7004722,H2,NGASub
6004525,H1,NGASub
IT-1980-0012_TDG_0,V,ESM
7004699,H2,NGASub
3001971,H1,NGASub
7004705,H2,NGASub
4018962,H1,NGASub
7007986,H2,NGASub
7011792,H2,NGASub
7004699,H1,NGASub
4040377,H2,NGASub
EMSC-20161030_0000029_SIG_0,V,ESM
TK-1999-0637_2501_0,V,ESM
IT-2012-0008_EMV_0,V,ESM
EMSC-20140203_0000008_CEL_0,U,ESM
EMSC-20161030_0000029_CDCA_0,U,ESM
IT-2009-0009_CTL_0,V,ESM
TK-1992-0003_2402_0,V,ESM
EMSC-20150416_0000081_TNSA_0,V,ESM
EMSC-20140126_0000085_ALNA_0,V,ESM
TK-1999-0415_HIL_0,U,ESM
IT-2012-0010_MNF_0,V,ESM
EMSC-20140921_0000002_DION_0,V,ESM
IT-2009-0140_RM02_0,V,ESM
TK-2000-0449_5402_0,U,ESM
EMSC-20140203_0000008_ITM_0,V,ESM
IT-2013-0019_CUC_0,V,ESM
IT-2012-0076_CAFI_0,V,ESM
IT-2012-0008_T0104_0,U,ESM
IT-2012-0009_GRIMS_0,U,ESM
EMSC-20161026_0000095_0MBT_0,V,ESM
EMSC-20161026_0000095_T1214_0,V,ESM
EMSC-20161030_0000029_TSC_0,U,ESM
EMSC-20161026_0000077_OSSC_0,U,ESM
EMSC-20110913_0000057_ANKY_0,U,ESM
EMSC-20120326_0000032_GUMT_0,U,ESM
EMSC-20161103_0000003_CMPO_0,U,ESM
EMSC-20160824_0000013_SGSC_0,V,ESM
EMSC-20160824_0000006_MSC_0,V,ESM
EMSC-20160824_0000006_NRC_0,U,ESM
EMSC-20140126_0000046_KBN_0,U,ESM
EMSC-20160824_0000006_ROVR_0,U,ESM
EMSC-20160824_0000006_FERS_0,U,ESM
IT-2012-0008_FIE_0,U,ESM
IT-2012-0011_SMS0_0,V,ESM
EMSC-20161026_0000095_FBR_0,U,ESM
TK-1999-0415_KAS_0,U,ESM
EMSC-20140524_0000026_ALNA_0,U,ESM
IT-2012-0008_CTL8_0,V,ESM
IT-2012-0008_MDT_0,U,ESM
IT-2012-0008_OGME_0,U,ESM
EMSC-20140203_0000008_JOPP_0,U,ESM
EMSC-20161030_0000029_ORC_0,V,ESM
EMSC-20150416_0000081_GVD_0,U,ESM
EMSC-20161103_0000003_SNM_0,U,ESM
TK-2003-0182_1007_0,V,ESM
IT-2013-0010_ATI_0,U,ESM
IT-1997-0128_FORC_0,U,ESM
IT-2012-0012_CIMA_0,V,ESM
EMSC-20160911_0000061_MDVR_0,V,ESM
EMSC-20160824_0000006_FIU1_0,V,ESM
2000904,H2,NGASub
6001745,H1,NGASub
7004701,H1,NGASub
IT-2012-0011_CSP_0,U,ESM
IT-2012-0011_MRZ_0,V,ESM
IT-2012-0011_MRZ_0,U,ESM
IT-2012-0008_SBAP_0,V,ESM
EMSC-20161026_0000095_STAL_0,V,ESM
TK-1999-0077_ATK_0,V,ESM
4003222,H1,NGASub
4002595,H1,NGASub
IT-2012-0008_BNALP_0,V,ESM
EMSC-20151117_0000025_FIER_0,V,ESM
EMSC-20140203_0000008_SALB_0,V,ESM
IT-2012-0076_OSSC_0,V,ESM
EMSC-20160824_0000006_BAD_0,V,ESM
IT-2012-0006_SSU_0,U,ESM
IT-2012-0010_PTV_0,U,ESM
EMSC-20161026_0000095_GBC_0,V,ESM
2000091,H1,NGASub
4017176,H2,NGASub
7004712,H1,NGASub
4008135,H2,NGASub
4031711,H2,NGASub
7004979,H2,NGASub
IT-2009-0009_PTF_0,U,ESM
7006733,H1,NGASub
4040096,H2,NGASub
IT-2012-0008_BBN_0,V,ESM
IT-2012-0011_DCM_0,U,ESM
7004899,H2,NGASub
7008147,H1,NGASub
EMSC-20160824_0000006_PIEI_0,U,ESM
EMSC-20161026_0000095_MMUR_0,U,ESM
4022978,H2,NGASub
IT-2012-0008_VLC_0,V,ESM
IT-2012-0011_CTL8_0,V,ESM
IT-2012-0008_MRZ_0,V,ESM
IT-2012-0008_RIM_0,U,ESM
EMSC-20140203_0000008_SALB_0,U,ESM
TK-2003-0003_1201_0,U,ESM
IT-2009-0009_SNS_0,V,ESM
IT-2012-0008_CPC_0,V,ESM
EMSC-20130908_0000021_ANKY_0,U,ESM
EMSC-20161026_0000095_BAG8_0,V,ESM
IT-2012-0061_RNI2_0,U,ESM
EMSC-20140126_0000046_KKS_0,V,ESM
IT-2002-0040_BNT_0,V,ESM
4023067,H1,NGASub
IT-2002-0045_ORC_0,V,ESM
7008082,H1,NGASub
7004729,H1,NGASub
7008076,H1,NGASub
6002699,H2,NGASub
7004701,H2,NGASub
TK-2005-0090_1601_0,U,ESM
EMSC-20161026_0000095_CDCA_0,U,ESM
TK-2007-0150_0309_0,V,ESM
EMSC-20160824_0000006_MPRI_0,U,ESM
EMSC-20140524_0000026_DION_0,V,ESM
IT-2012-0008_SSM1_0,V,ESM
IT-2012-0008_SNTG_0,U,ESM
EMSC-20140209_0000039_AC01_0,U,ESM
IT-2013-0010_CMPO_0,V,ESM
IT-2012-0010_ATLO_0,U,ESM
TK-2001-0123_3502_0,V,ESM
4027350,H2,NGASub
3001307,H2,NGASub
7006695,H1,NGASub
7006642,H1,NGASub
4034590,H1,NGASub
4028417,H2,NGASub
6000337,H1,NGASub
1000086,H1,NGASub
7006265,H1,NGASub
3001493,H1,NGASub
4017178,H2,NGASub
1002882,H1,NGASub
4027466,H1,NGASub
4028044,H2,NGASub
3001301,H2,NGASub
7005922,H2,NGASub
4020250,H1,NGASub
4007430,H1,NGASub
4027465,H1,NGASub
4022434,H2,NGASub
4027342,H2,NGASub
4009535,H2,NGASub
4025901,H2,NGASub
4031831,H2,NGASub
7006451,H2,NGASub
4010402,H1,NGASub
EMSC-20140405_0000052_VBV_0,U,ESM
4031834,H1,NGASub
4031802,H1,NGASub
1000120,H1,NGASub
7005196,H2,NGASub
7006048,H1,NGASub
4010647,H2,NGASub
4019879,H1,NGASub
4038638,H2,NGASub
7005369,H2,NGASub
4019919,H2,NGASub
2000008,H2,NGASub
4034758,H2,NGASub
7006340,H2,NGASub
7011548,H2,NGASub
4022750,H2,NGASub
4010137,H1,NGASub
7006435,H1,NGASub
3001297,H2,NGASub
4010003,H2,NGASub
7006519,H1,NGASub
4038266,H2,NGASub
4007351,H1,NGASub
4007354,H1,NGASub
6001143,H1,NGASub
7011565,H2,NGASub
6001680,H2,NGASub
7006511,H2,NGASub
7006412,H1,NGASub
7006725,H1,NGASub
6000037,H2,NGASub
4028061,H2,NGASub
6001684,H1,NGASub
3001304,H2,NGASub
3001295,H1,NGASub
7005922,H1,NGASub
4028057,H1,NGASub
1002962,H1,NGASub
7006235,H1,NGASub
4028269,H1,NGASub
3001009,H2,NGASub
7005896,H2,NGASub
4022581,H1,NGASub
4032633,H1,NGASub
4017056,H1,NGASub
4034544,H1,NGASub
4034432,H1,NGASub
4032627,H1,NGASub
1000035,H1,NGASub
7006233,H1,NGASub
4017190,H1,NGASub
3001295,H2,NGASub
4022444,H1,NGASub
4028327,H2,NGASub
7006051,H2,NGASub
7005980,H1,NGASub
7006079,H1,NGASub
4028074,H2,NGASub
1002919,H1,NGASub
1002958,H2,NGASub
3001298,H2,NGASub
1002946,H1,NGASub
4016792,H1,NGASub
6001690,H1,NGASub
4034781,H2,NGASub
4032484,H1,NGASub
4038521,H2,NGASub
4040297,H2,NGASub
1002976,H1,NGASub
4017085,H1,NGASub
6001688,H2,NGASub
4040357,H1,NGASub
1002869,H2,NGASub
3001494,H1,NGASub
4007307,H2,NGASub
4032627,H2,NGASub
4007493,H2,NGASub
4032631,H2,NGASub
3001312,H2,NGASub
1000034,H2,NGASub
1002911,H2,NGASub
4040358,H2,NGASub
1002925,H2,NGASub
4032464,H2,NGASub
3001291,H1,NGASub
6001683,H2,NGASub
6001692,H1,NGASub
6001193,H2,NGASub
4038522,H1,NGASub
4038520,H2,NGASub
4038406,H2,NGASub
6000029,H2,NGASub
1000043,H2,NGASub
4032479,H1,NGASub
6001684,H2,NGASub
4032463,H2,NGASub
3001022,H2,NGASub
4032458,H1,NGASub
3001593,H1,NGASub
3000185,H2,NGASub
3001292,H2,NGASub
3001587,H1,NGASub
1000033,H2,NGASub
6001147,H1,NGASub
IT-2012-0008_CSP_0,U,ESM
EMSC-20161030_0000029_CPS_0,U,ESM
EMSC-20161030_0000029_FOC_0,V,ESM
EMSC-20160824_0000006_VITU_0,U,ESM
EMSC-20161030_0000029_BIOG_0,U,ESM
EMSC-20151117_0000025_MGR_0,U,ESM
EMSC-20160824_0000006_BCN_0,U,ESM
IT-2012-0008_OGIM_0,V,ESM
EMSC-20140524_0000026_KKS_0,V,ESM
EMSC-20151117_0000025_LACI_0,U,ESM
IT-2009-0009_CDS_0,V,ESM
TK-1998-0063_3102_0,V,ESM
IT-2012-0009_LIENZ_0,U,ESM
IT-2012-0008_OGSM_0,U,ESM
TK-1999-0077_KMP_0,V,ESM
IT-2012-0061_BSSO_0,V,ESM
EMSC-20160824_0000006_BAD_0,U,ESM
EMSC-20160824_0000006_MLF_0,U,ESM
EMSC-20161030_0000029_CMPO_0,U,ESM
IT-2012-0006_CPC_0,V,ESM
EMSC-20150123_0000041_FRE_0,U,ESM
EMSC-20161030_0000029_AQF_0,V,ESM
IT-2012-0008_CERA_0,V,ESM
EMSC-20140524_0000026_JAN_0,V,ESM
IT-2012-0008_EMV_0,U,ESM
GR-1995-0047_PATA_0,V,ESM
EMSC-20151117_0000025_KYMI_0,U,ESM
EMSC-20151117_0000025_TIP_0,U,ESM
EMSC-20151117_0000025_TNSA_0,V,ESM
TK-1995-0041_2002_0,U,ESM
TK-1999-0415_RUZ_0,V,ESM
EMSC-20161030_0000029_MCV_0,U,ESM
TK-1999-0077_0901_0,U,ESM
EMSC-20151117_0000025_LIA_0,U,ESM
TK-1999-0415_DHM_0,V,ESM
EMSC-20151117_0000025_SIRI_0,V,ESM
EMSC-20140524_0000026_TNSA_0,V,ESM
IT-1980-0012_TDG_0,U,ESM
EMSC-20140524_0000026_MGNA_0,V,ESM
TK-2002-0008_4302_0,V,ESM
EMSC-20151117_0000025_TNSA_0,U,ESM
EMSC-20140524_0000026_KBN_0,V,ESM
1000109,H2,NGASub
1002911,H1,NGASub
7006404,H1,NGASub
4007226,H1,NGASub
4007211,H2,NGASub
4028087,H2,NGASub
3001482,H1,NGASub
1002947,H2,NGASub
4007511,H2,NGASub
4007257,H1,NGASub
7006713,H2,NGASub
4007209,H2,NGASub
7006587,H2,NGASub
7006140,H2,NGASub
7006243,H1,NGASub
3001309,H2,NGASub
1002974,H1,NGASub
4034633,H1,NGASub
7005967,H2,NGASub
1002920,H1,NGASub
7011015,H2,NGASub
4007429,H2,NGASub
7006223,H2,NGASub
7006522,H2,NGASub
4007256,H2,NGASub
1002971,H2,NGASub
7006256,H1,NGASub
7006634,H2,NGASub
4016798,H2,NGASub
7006388,H2,NGASub
3001041,H2,NGASub
3001297,H1,NGASub
3001576,H1,NGASub
4022757,H1,NGASub
4022443,H2,NGASub
7006261,H1,NGASub
3001494,H2,NGASub
4016815,H1,NGASub
4017127,H1,NGASub
7006415,H2,NGASub
7006426,H2,NGASub
4034729,H2,NGASub
4022449,H2,NGASub
7011242,H1,NGASub
7006010,H2,NGASub
7005939,H1,NGASub
7006123,H1,NGASub
1002197,H2,NGASub
4028065,H1,NGASub
7006486,H2,NGASub
7006733,H2,NGASub
4028366,H2,NGASub
7006015,H2,NGASub
4040268,H2,NGASub
4007547,H2,NGASub
6001146,H1,NGASub
4016794,H1,NGASub
3001488,H1,NGASub
1002967,H1,NGASub
7006041,H1,NGASub
4038519,H1,NGASub
4017079,H1,NGASub
3001296,H2,NGASub
4028074,H1,NGASub
4038515,H2,NGASub
4022440,H2,NGASub
7006252,H2,NGASub
3001311,H1,NGASub
6001696,H1,NGASub
4016845,H1,NGASub
4016828,H1,NGASub
6001193,H1,NGASub
4038299,H1,NGASub
6001727,H2,NGASub
4034571,H2,NGASub
4007204,H1,NGASub
4022454,H1,NGASub
7006365,H2,NGASub
4017139,H1,NGASub
4007215,H2,NGASub
4027552,H2,NGASub
7006469,H1,NGASub
4027607,H2,NGASub
7011017,H2,NGASub
4027390,H2,NGASub
7011562,H1,NGASub
4017129,H1,NGASub
6001726,H2,NGASub
4034730,H1,NGASub
3001571,H2,NGASub
4028366,H1,NGASub
1002969,H2,NGASub
3001571,H1,NGASub
4034732,H2,NGASub
7006129,H2,NGASub
7011023,H2,NGASub
4016893,H2,NGASub
7006397,H1,NGASub
7006734,H2,NGASub
7006722,H2,NGASub
7006685,H2,NGASub
4016788,H2,NGASub
7006158,H1,NGASub
4017058,H1,NGASub
3001308,H2,NGASub
6000336,H1,NGASub
4022453,H2,NGASub
4028065,H2,NGASub
7006449,H2,NGASub
1002978,H2,NGASub
4007399,H2,NGASub
7006579,H1,NGASub
4032471,H2,NGASub
7006290,H1,NGASub
1002968,H1,NGASub
4034640,H1,NGASub
7006041,H2,NGASub
7006492,H2,NGASub
1000027,H1,NGASub
7006304,H1,NGASub
4007426,H2,NGASub
4034725,H1,NGASub
4032473,H2,NGASub
6001726,H1,NGASub
6001141,H1,NGASub
1002974,H2,NGASub
4034710,H1,NGASub
4028119,H2,NGASub
4017137,H2,NGASub
4034793,H1,NGASub
4016813,H1,NGASub
6001676,H1,NGASub
4022475,H2,NGASub
4022453,H1,NGASub
3001296,H1,NGASub
4022748,H1,NGASub
3001303,H2,NGASub
1002402,H2,NGASub
1002882,H2,NGASub
6001680,H1,NGASub
4027345,H2,NGASub
4009740,H2,NGASub
7005151,H2,NGASub
4026042,H2,NGASub
4019403,H2,NGASub
1001784,H1,NGASub
4026038,H1,NGASub
4034538,H1,NGASub
7010418,H2,NGASub
4033519,H1,NGASub
4019934,H1,NGASub
2000806,H1,NGASub
7011355,H1,NGASub
4017881,H2,NGASub
4033523,H1,NGASub
6000028,H1,NGASub
7005374,H1,NGASub
7006373,H2,NGASub
7006418,H2,NGASub
1001926,H2,NGASub
7011308,H2,NGASub
7006299,H2,NGASub
4019715,H2,NGASub
7010401,H1,NGASub
1001758,H1,NGASub
4019360,H1,NGASub
4016827,H2,NGASub
7006672,H2,NGASub
7006628,H1,NGASub
3001797,H1,NGASub
4007207,H1,NGASub
4007352,H2,NGASub
4017053,H1,NGASub
7006643,H2,NGASub
7006009,H2,NGASub
4007553,H1,NGASub
7005980,H2,NGASub
4034597,H2,NGASub
3001577,H2,NGASub
4034481,H2,NGASub
,H1,NGASub
,H2,NGASub
4017137,H1,NGASub
4034540,H1,NGASub
4034793,H2,NGASub
4007231,H2,NGASub
4007220,H1,NGASub
3001293,H1,NGASub
3001040,H1,NGASub
TK-1999-0077_3401_0,U,ESM
4016856,H2,NGASub
7006685,H1,NGASub
7006638,H2,NGASub
7006632,H2,NGASub
4034792,H1,NGASub
7006256,H2,NGASub
7006034,H1,NGASub
7006715,H2,NGASub
7006009,H1,NGASub
7006016,H1,NGASub
4028053,H2,NGASub
3001301,H1,NGASub
4032524,H1,NGASub
2001700,H2,NGASub
6000338,H2,NGASub
4022437,H2,NGASub
7006633,H2,NGASub
4022750,H1,NGASub
7005349,H1,NGASub
7006540,H2,NGASub
2001630,H1,NGASub
7006606,H1,NGASub
7011010,H2,NGASub
4027445,H1,NGASub
7005363,H1,NGASub
4017022,H2,NGASub
6001698,H1,NGASub
7006608,H1,NGASub
1000040,H2,NGASub
4007348,H2,NGASub
4016776,H1,NGASub
7006665,H2,NGASub
4028259,H2,NGASub
7011564,H1,NGASub
7011552,H1,NGASub
4034565,H1,NGASub
7006594,H1,NGASub
7006466,H1,NGASub
4016998,H1,NGASub
7006671,H2,NGASub
6001725,H2,NGASub
4016832,H2,NGASub
4007262,H1,NGASub
7006262,H2,NGASub
4016800,H2,NGASub
1002969,H1,NGASub
7006703,H1,NGASub
4007264,H1,NGASub
4028292,H2,NGASub
7011018,H2,NGASub
1002836,H2,NGASub
4028124,H1,NGASub
7005970,H2,NGASub
4016826,H1,NGASub
6001140,H1,NGASub
4038517,H1,NGASub
4007552,H1,NGASub
4007221,H1,NGASub
6001694,H2,NGASub
4038394,H1,NGASub
4032634,H2,NGASub
4016873,H1,NGASub
4017177,H1,NGASub
6002300,H2,NGASub
1002955,H2,NGASub
3001031,H1,NGASub
1000050,H2,NGASub
1000052,H1,NGASub
1002869,H1,NGASub
6002303,H1,NGASub
4007510,H2,NGASub
4032489,H1,NGASub
1002851,H2,NGASub
4038398,H2,NGASub
6001689,H2,NGASub
3001311,H2,NGASub
1002402,H1,NGASub
4032479,H2,NGASub
4032493,H1,NGASub
6001676,H2,NGASub
6001156,H1,NGASub
4032654,H2,NGASub
6001148,H1,NGASub
6001691,H1,NGASub
4040280,H1,NGASub
7006414,H2,NGASub
4034772,H2,NGASub
7006665,H1,NGASub
7005846,H2,NGASub
4017188,H1,NGASub
7011562,H2,NGASub
3001303,H1,NGASub
4028326,H1,NGASub
7006634,H1,NGASub
7006511,H1,NGASub
7006250,H1,NGASub
4016792,H2,NGASub
4017084,H1,NGASub
7006165,H1,NGASub
7006235,H2,NGASub
7005958,H2,NGASub
7006176,H1,NGASub
1002973,H1,NGASub
4017142,H2,NGASub
4038266,H1,NGASub
4038246,H2,NGASub
4016842,H2,NGASub
3001302,H2,NGASub
1002836,H1,NGASub
3001031,H2,NGASub
1002970,H1,NGASub
6001151,H1,NGASub
4032480,H2,NGASub
4038259,H1,NGASub
4032646,H1,NGASub
4032490,H2,NGASub
6001136,H1,NGASub
6001145,H2,NGASub
4032632,H1,NGASub
4032473,H1,NGASub
